nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,biaya_karyawan,jumlah_pelanggan
UD. Wawan Mayang,Perdagangan,23.0,54.0,16.06511229764645,17.519560506021918,Tokopedia,871.0,Terdaftar,2007,19.25792827281507,6.77078942390898
UD. Zera Anugerah,Perdagangan,56.0,94.0,13.805589506682455,17.664231227196634,Bukalapak,359.0,Terdaftar,2003,19.92475814295086,5.886104031450156
UD. Syifa Darma,Pendidikan,56.0,67.0,14.795355827022536,17.312365240995273,Lazada,859.0,Terdaftar,2014,19.72630720471483,6.756932389247553
UD. Lutfi Cinta Via,Perdagangan,96.0,24.0,15.94861856957166,16.903171208559137,Tokopedia,909.0,Belum Terdaftar,2016,19.701614592192207,6.813444599510896
UD. Hesti Wiratama,Kesehatan,60.0,57.0,15.629339690662151,17.314094628659078,Shopee,97.0,Belum Terdaftar,2005,19.676296784279142,4.584967478670572
UD. Gisel Tirta Priska,Perdagangan,13.0,42.0,15.404423466250853,15.033690067461153,Tokopedia,286.0,Belum Terdaftar,2020,18.92145603792546,5.659482215759621
UD. Andi Hilir,Pendidikan,67.0,57.0,15.75156746573879,15.90822376518936,Bukalapak,54.0,Belum Terdaftar,2006,19.734404414925592,4.007333185232471
UD. Chiko Mahendra,Jasa,84.0,18.0,15.194403344889464,16.184091141450388,Tokopedia,429.0,Belum Terdaftar,2000,19.53909566318463,6.063785208687608
UD. Halim Utama,Perdagangan,13.0,66.0,15.37693862170362,17.055469679916992,Website Sendiri,527.0,Terdaftar,2024,19.283570703318816,6.269096283706261
UD. Ulya Pramudita,Jasa,86.0,82.0,16.068205687231004,15.757106700775594,Tokopedia,553.0,Terdaftar,2024,20.038086828019768,6.317164686747284
UD. Novi Prima,Jasa,80.0,30.0,16.00630047722117,17.422829488521373,Tokopedia,806.0,Terdaftar,2022,19.6146032154551,6.693323668269949
UD. Ziva Panji,Perdagangan,48.0,66.0,14.05998889555274,17.514011278894756,Lazada,669.0,Belum Terdaftar,2013,19.650321297950857,6.507277712385012
UD. Wahyu Reswara,Jasa,35.0,7.0,14.993304876336566,17.472893385216757,Tokopedia,680.0,Belum Terdaftar,2019,18.65179247285226,6.523562306149512
UD. Prananda Madusari,Kesehatan,76.0,94.0,16.036220949541867,17.261778942312578,Website Sendiri,749.0,Belum Terdaftar,2019,20.04992128564343,6.620073206530356
UD. Jodi Bima,Kesehatan,81.0,49.0,15.603434848955613,16.36285179842952,Tokopedia,613.0,Terdaftar,2015,19.650321297950857,6.419994928147142
UD. Prananda Buana Livia,Kesehatan,5.0,63.0,16.068205687231004,17.660959713711573,Lazada,196.0,Belum Terdaftar,2023,19.13363055671045,5.2832037287379885
UD. Zain Sejahtera Romi,Jasa,97.0,40.0,13.805589506682455,16.56908120256829,Shopee,247.0,Belum Terdaftar,2000,19.8341037748936,5.5134287461649825
UD. Utami Surapati,Perdagangan,15.0,71.0,15.419897736890762,16.22673478606475,Website Sendiri,64.0,Belum Terdaftar,2007,19.36847014676186,4.174387269895637
UD. Livia Widjaja,Jasa,49.0,63.0,15.766525512443858,15.033690067461153,Lazada,626.0,Terdaftar,2013,19.632621720903668,6.440946540632921
UD. Oki Malam,Kesehatan,39.0,26.0,16.035701814880554,16.038546146640012,Tokopedia,943.0,Belum Terdaftar,2009,19.088510121656228,6.8501261661455
UD. Uchie Jayeng,Kesehatan,40.0,20.0,15.009780844728791,16.600778248798342,Tokopedia,806.0,Belum Terdaftar,2003,19.00846741441004,6.693323668269949
UD. Yasir Satria,Pendidikan,9.0,92.0,14.113132070120805,16.998135674046612,Bukalapak,280.0,Belum Terdaftar,2016,19.529243366773972,5.638354669333745
UD. Marsya Widjaja,Jasa,98.0,39.0,15.463158865660063,17.64233212565592,Shopee,889.0,Terdaftar,2012,19.8341037748936,6.7912214627261855
UD. Gisel Pramana,Pendidikan,60.0,10.0,14.904114260749092,16.41376821423873,Lazada,273.0,Terdaftar,2008,19.162618093443648,5.6131281063880705
UD. Fira Agung,Pendidikan,60.0,63.0,15.816547487059914,17.35461488719976,Lazada,655.0,Terdaftar,2022,19.72630720471483,6.486160788944089
UD. Naufal Manggala Yudi,Perdagangan,18.0,75.0,15.310049272481804,17.223345628016972,Website Sendiri,846.0,Terdaftar,2011,19.44672234336987,6.741700694652055
UD. Asep Utama,Kesehatan,20.0,95.0,15.69164196559324,17.546977024038355,Bukalapak,990.0,Terdaftar,2019,19.659054977894186,6.898714534329988
UD. Bella Abdi,Kesehatan,40.0,51.0,14.630401807807567,17.64966326100354,Tokopedia,221.0,Belum Terdaftar,2012,19.424982356812237,5.402677381872279
UD. Zidan Adikara,Pendidikan,90.0,36.0,15.470447319365471,15.033690067461153,Tokopedia,469.0,Terdaftar,2016,19.750404756229365,6.152732694704104
UD. Heri Bahari,Kesehatan,38.0,88.0,15.466307856497906,17.41359879138052,Bukalapak,954.0,Belum Terdaftar,2022,19.750404756229365,6.86171134048073
UD. Fahmi Surapati,Kesehatan,27.0,82.0,15.729191303322935,17.679862899348816,Tokopedia,120.0,Terdaftar,2014,19.60547073191963,4.795790545596741
UD. Riko Pagi,Kesehatan,86.0,48.0,15.912256265245354,16.198989135080456,Website Sendiri,409.0,Terdaftar,2014,19.811962649070857,6.016157159698354
UD. Oniel Sanjaya,Kesehatan,72.0,30.0,15.876779855051456,17.05290622692967,Tokopedia,601.0,Belum Terdaftar,2014,19.53909566318463,6.400257445308821
UD. Zainab Wening,Jasa,90.0,56.0,15.89420394484609,16.953397691190496,Tokopedia,44.0,Belum Terdaftar,2004,19.897729470623826,3.8066624897703196
UD. Wawan Sundawa,Jasa,68.0,36.0,16.068205687231004,17.679862899348816,Shopee,597.0,Belum Terdaftar,2014,19.558513748978886,6.393590753950631
UD. Kamil Cahaya,Jasa,31.0,64.0,15.972369980857362,17.058563857884238,Shopee,136.0,Belum Terdaftar,2009,19.467999741741696,4.919980925828125
UD. Qori Tunggul,Jasa,92.0,54.0,15.826760514184604,17.41609854339342,Lazada,605.0,Belum Terdaftar,2021,19.897729470623826,6.406879986069314
UD. Viona Cahaya,Pendidikan,36.0,91.0,15.358233930114135,17.448156931749832,Tokopedia,91.0,Belum Terdaftar,2014,19.758309935715648,4.5217885770490405
UD. Fira Puri,Pendidikan,60.0,31.0,15.582711418123084,17.4744765319459,Bukalapak,798.0,Terdaftar,2005,19.424982356812237,6.683360945766275
UD. Wenda Winata,Jasa,1.0,81.0,15.611183194091323,16.15963195030213,Tokopedia,269.0,Belum Terdaftar,2011,19.320842097961677,5.598421958998375
UD. Diva Arya,Perdagangan,48.0,54.0,15.771706342330857,16.918679909627116,Lazada,585.0,Terdaftar,2024,19.53909566318463,6.373319789577012
UD. Ujang Cinta,Jasa,19.0,76.0,13.946475660481397,17.67493742066643,Bukalapak,806.0,Belum Terdaftar,2003,19.467999741741696,6.693323668269949
UD. Zera Trijaya,Kesehatan,55.0,6.0,15.304798009601237,17.117569397653018,Tokopedia,810.0,Belum Terdaftar,2016,19.024996716270177,6.698268054115413
UD. Elsa Utamajaya Jojo,Pendidikan,60.0,37.0,15.483285678076674,16.50568289821834,Bukalapak,826.0,Belum Terdaftar,2014,19.488833828572194,6.717804695023691
UD. Ghani Satria,Pendidikan,87.0,14.0,16.068205687231004,16.048419260211006,Bukalapak,796.0,Terdaftar,2014,19.529243366773972,6.680854678790215
UD. Ojan Sentosa,Perdagangan,54.0,30.0,14.66051836961893,17.095943877622872,Bukalapak,210.0,Terdaftar,2005,19.34493964944395,5.351858133476067
UD. Zidan Sumirat,Perdagangan,29.0,99.0,15.841676315105145,15.640821495373713,Tokopedia,188.0,Terdaftar,2005,19.766153113156168,5.241747015059643
UD. Wulan Ilir,Kesehatan,69.0,18.0,16.054012919266288,17.020482246782727,Website Sendiri,700.0,Belum Terdaftar,2005,19.380030969118383,6.55250788703459
UD. Sani Trisula,Pendidikan,66.0,97.0,16.068205687231004,17.15295037568461,Shopee,92.0,Terdaftar,2005,20.007873049484136,4.532599493153256
UD. Qory Sahaja,Pendidikan,92.0,45.0,16.068205687231004,16.711525419116107,Bukalapak,157.0,Terdaftar,2016,19.8341037748936,5.062595033026967
UD. Qayla Karang Marsel,Pendidikan,34.0,41.0,15.672880005364748,17.053341435352337,Bukalapak,972.0,Belum Terdaftar,2010,19.23161096461314,6.880384082186005
UD. Zulkarnaen Satria,Perdagangan,0.0,74.0,15.549639501925316,17.143669789880384,Lazada,971.0,Terdaftar,2002,19.218187944341057,6.879355804460439
UD. Bayu Mulya,Perdagangan,41.0,20.0,15.475248731891927,16.981288682535926,Website Sendiri,709.0,Belum Terdaftar,2006,19.024996716270177,6.565264970035361
UD. Hanaura Atma,Kesehatan,28.0,43.0,13.805589506682455,15.360596385213874,Shopee,335.0,Terdaftar,2015,19.176802728368536,5.817111159963204
UD. Zulfa Persada,Kesehatan,81.0,8.0,13.805589506682455,15.419468281556565,Website Sendiri,383.0,Belum Terdaftar,2003,19.402759220109843,5.950642552587727
UD. Qasya Wiyata,Pendidikan,69.0,30.0,16.064777360280612,17.35211540050055,Tokopedia,49.0,Belum Terdaftar,2015,19.509242700133978,3.912023005428146
UD. Gisel Jatiwangi,Pendidikan,59.0,16.0,15.548167548411513,17.147319168352926,Lazada,24.0,Terdaftar,2021,19.23161096461314,3.2188758248682006
UD. Fanny Pelangi,Pendidikan,92.0,6.0,14.974740566464215,15.154464328774704,Website Sendiri,215.0,Terdaftar,2015,19.499090328704316,5.375278407684165
UD. Livia Asmaralaya,Kesehatan,85.0,61.0,15.93838687787032,17.37264878757472,Bukalapak,835.0,Belum Terdaftar,2017,19.897729470623826,6.728628613084702
UD. Mario Putri,Pendidikan,35.0,87.0,16.068205687231004,17.278887994267045,Website Sendiri,25.0,Terdaftar,2012,19.71814389409788,3.258096538021482
UD. Oki Lempung,Jasa,95.0,19.0,13.805589506682455,17.424941013541186,Shopee,501.0,Belum Terdaftar,2004,19.650321297950857,5.8522024797744745
UD. Fatimah Sari,Perdagangan,31.0,17.0,15.892645817218114,17.356744974594932,Tokopedia,685.0,Belum Terdaftar,2008,18.78532386448472,6.530877627725885
UD. Ciko Atma,Jasa,0.0,23.0,15.174524930872494,17.4626076346629,Website Sendiri,386.0,Terdaftar,2010,18.049617077054286,5.958424693029782
UD. Livia Senopati,Kesehatan,51.0,80.0,14.173722619931556,17.56767194716712,Bukalapak,539.0,Belum Terdaftar,2003,19.789320172378066,6.29156913955832
UD. Zara Kawiswara,Jasa,37.0,8.0,15.619238617019679,17.55082335350246,Shopee,585.0,Belum Terdaftar,2006,18.72078534381011,6.373319789577012
UD. Bagir Cempaka,Pendidikan,3.0,37.0,15.598418131172005,17.110611931337974,Bukalapak,147.0,Terdaftar,2022,18.603002309079653,4.997212273764115
UD. Kamil Galuh,Perdagangan,74.0,61.0,15.226496556064305,16.222142464086723,Shopee,808.0,Belum Terdaftar,2009,19.81939762753995,6.695798917058491
UD. Lea Wirajaya,Kesehatan,82.0,31.0,15.880312334310336,15.033690067461153,Shopee,577.0,Belum Terdaftar,2012,19.641510668294575,6.359573868672378
UD. Zain Tejakusuma,Kesehatan,69.0,4.0,15.330300151515779,16.023670679241683,Lazada,79.0,Terdaftar,2000,19.204582292346984,4.382026634673881
UD. Jordi Sejahtera,Pendidikan,47.0,7.0,15.536334555793658,15.19071363759429,Lazada,92.0,Belum Terdaftar,2011,18.903106899369497,4.532599493153256
UD. Galih Setia,Perdagangan,62.0,62.0,13.805589506682455,17.62108472239002,Lazada,516.0,Belum Terdaftar,2006,19.734404414925592,6.248042874508429
UD. Isna Gemilang,Kesehatan,90.0,38.0,14.573880244440861,17.071235362571368,Website Sendiri,859.0,Belum Terdaftar,2000,19.766153113156168,6.756932389247553
UD. Heri Ratu,Jasa,23.0,54.0,15.7681985426519,16.3454452245466,Lazada,160.0,Terdaftar,2012,19.25792827281507,5.081404364984463
UD. Marwan Pramana,Pendidikan,78.0,93.0,15.585893842503838,17.625353385096183,Bukalapak,508.0,Terdaftar,2020,20.055786405084362,6.2324480165505225
UD. Umi Mandiri,Jasa,44.0,42.0,15.331649367023555,15.033690067461153,Bukalapak,796.0,Terdaftar,2009,19.36847014676186,6.680854678790215
UD. Isna Santosa,Kesehatan,64.0,63.0,15.272754175601321,17.050116887141257,Bukalapak,760.0,Belum Terdaftar,2022,19.758309935715648,6.634633357861686
UD. Zahira Madya,Pendidikan,50.0,21.0,14.34161801739426,17.55995186320102,Lazada,255.0,Terdaftar,2016,19.176802728368536,5.545177444479562
UD. Nisa Trisudira,Perdagangan,55.0,27.0,15.928512230542351,17.679862899348816,Tokopedia,462.0,Terdaftar,2010,19.320842097961677,6.137727054086234
UD. Pasha Pusaka Qanita,Jasa,77.0,66.0,14.534192922880553,16.988899566596544,Bukalapak,292.0,Terdaftar,2018,19.876967479223293,5.680172609017068
UD. Sella Wisesa,Perdagangan,0.0,46.0,13.805589506682455,17.50041595094739,Shopee,529.0,Belum Terdaftar,2017,18.742764250367856,6.272877006546167
UD. Icha Bintang,Kesehatan,71.0,58.0,15.697429540817874,17.597065724719297,Tokopedia,135.0,Terdaftar,2007,19.773935253578035,4.912654885736052
UD. Zulkarnaen Agastya Odie,Pendidikan,22.0,18.0,15.680648268871806,16.61929321333676,Bukalapak,890.0,Belum Terdaftar,2011,18.603002309079653,6.792344427470809
UD. Tasya Wirawati,Jasa,94.0,11.0,14.748661160096736,17.043937980736878,Shopee,975.0,Belum Terdaftar,2019,19.56808319996451,6.883462586413092
UD. Laila Tejakencana,Pendidikan,21.0,35.0,15.782341336569258,17.630625469603274,Tokopedia,497.0,Belum Terdaftar,2012,18.939474543319914,6.210600077024653
UD. Wesly Prabawa,Jasa,48.0,71.0,15.51389096491305,15.722672750670624,Lazada,80.0,Terdaftar,2008,19.693246342545034,4.394449154672439
UD. Tami Dharma,Perdagangan,24.0,2.0,14.076588611000982,16.04341585380538,Lazada,930.0,Terdaftar,2014,18.17221939747438,6.836259277277067
UD. Jasmine Madusari,Pendidikan,90.0,68.0,14.33590069559137,16.435027570162823,Bukalapak,716.0,Terdaftar,2014,19.976717881769055,6.57507584059962
UD. Poppy Trisula,Perdagangan,67.0,85.0,15.192250672279352,15.977254291221797,Bukalapak,577.0,Terdaftar,2021,19.93800336967164,6.359573868672378
UD. Yaniar Ranggalawe,Perdagangan,64.0,60.0,13.986253675922914,16.81798475360137,Website Sendiri,810.0,Terdaftar,2016,19.734404414925592,6.698268054115413
UD. Uci Pelangi,Perdagangan,52.0,52.0,14.814401217344138,17.483806492464975,Website Sendiri,204.0,Belum Terdaftar,2010,19.558513748978886,5.3230099791384085
UD. Jafar Terang,Pendidikan,20.0,59.0,15.977705131069703,17.085410278935566,Lazada,832.0,Belum Terdaftar,2017,19.283570703318816,6.725033642166843
UD. Oki Panji,Perdagangan,41.0,60.0,13.805589506682455,17.434025137325072,Website Sendiri,967.0,Terdaftar,2005,19.529243366773972,6.875232087276577
UD. Hana Sumirat,Perdagangan,19.0,10.0,14.57216009803169,16.68877566116209,Tokopedia,701.0,Terdaftar,2022,18.28141868811311,6.553933404025811
UD. Ilham Kusumasari,Pendidikan,15.0,13.0,14.390106157612575,17.38624937186394,Shopee,990.0,Terdaftar,2022,18.24632736871235,6.898714534329988
UD. Fajar Harapan,Jasa,63.0,41.0,14.773830363545388,15.927753696591335,Tokopedia,561.0,Terdaftar,2009,19.558513748978886,6.331501849893691
UD. Irma Sejahtera,Pendidikan,48.0,53.0,15.831752548352855,17.652154694761013,Website Sendiri,483.0,Terdaftar,2017,19.529243366773972,6.182084906716632
UD. Krisna Trisakti,Perdagangan,64.0,14.0,14.807638737016253,17.482413717578247,Website Sendiri,758.0,Terdaftar,2012,19.27083167759548,6.63200177739563
UD. Tomi Sumringah,Perdagangan,82.0,59.0,15.651302542471008,16.690542030822446,Tokopedia,876.0,Belum Terdaftar,2000,19.86288273937462,6.776506992372183
UD. Elen Cahyaningrat,Perdagangan,38.0,99.0,16.049407840078505,17.679862899348816,Bukalapak,292.0,Terdaftar,2024,19.8341037748936,5.680172609017068
UD. Hendra Ceria,Pendidikan,54.0,81.0,14.509902962910429,15.033690067461153,Lazada,945.0,Belum Terdaftar,2005,19.81939762753995,6.852242569051878
UD. Elva Paningrat,Pendidikan,21.0,85.0,15.22802782359499,17.14541177473747,Tokopedia,28.0,Belum Terdaftar,2007,19.577561943889105,3.367295829986474
UD. Anang Tunggul Delia,Perdagangan,75.0,0.0,14.847189638296564,16.486701873268544,Bukalapak,925.0,Belum Terdaftar,2024,19.23161096461314,6.8308742346461795
UD. Prananda Naraya,Perdagangan,19.0,25.0,13.805589506682455,16.112322317293476,Tokopedia,850.0,Belum Terdaftar,2022,18.6983124881264,6.7464121285733745
UD. Pardi Tirtaatmaja,Jasa,20.0,89.0,15.51326644341952,17.477194056863684,Lazada,341.0,Terdaftar,2000,19.60547073191963,5.834810737062605
UD. Wulan Manik,Pendidikan,23.0,66.0,15.813743535540665,15.313963276967968,Website Sendiri,575.0,Terdaftar,2004,19.402759220109843,6.3561076606958915
UD. Ony Sumringah,Kesehatan,80.0,48.0,15.667708749377557,16.45354214740219,Shopee,793.0,Terdaftar,2009,19.766153113156168,6.677083461247136
UD. Cici Wijaya Anang,Kesehatan,31.0,51.0,13.805589506682455,17.65939300001627,Bukalapak,501.0,Terdaftar,2013,19.320842097961677,6.023447592961033
UD. Willy Paningrat Novi,Kesehatan,3.0,54.0,15.005978581859047,17.648730175777768,Lazada,207.0,Terdaftar,2004,18.95717412031489,5.337538079701318
UD. Febri Maju,Jasa,5.0,81.0,15.920678446040217,15.321020039927989,Lazada,886.0,Belum Terdaftar,2015,19.36847014676186,6.787844982309579
UD. Sani Anindita,Kesehatan,86.0,97.0,15.260572995055968,16.698865533498818,Website Sendiri,458.0,Terdaftar,2008,20.1236090012953,6.129050210060545
UD. Bulan Panembahan,Perdagangan,61.0,49.0,15.178283701392818,17.15472274264724,Bukalapak,168.0,Terdaftar,2010,19.94456077020347,5.1298987149230735
UD. Jihan Abadi Nina,Perdagangan,93.0,11.0,15.832305654068781,16.13890267563931,Shopee,235.0,Terdaftar,2015,19.558513748978886,5.4638318050256105
UD. Ujang Wirawati,Jasa,48.0,62.0,13.805589506682455,16.645580732139358,Shopee,249.0,Terdaftar,2012,19.6146032154551,5.521460917862246
UD. Fatiah Wacana,Pendidikan,5.0,22.0,15.811359055310692,17.115687473794157,Bukalapak,335.0,Terdaftar,2023,18.20995972498239,5.817111159963204
UD. Vito Jayeng,Perdagangan,62.0,15.0,15.732773847403365,16.69822955246548,Lazada,966.0,Terdaftar,2010,19.25792827281507,6.874198495453294
UD. Shinta Bersemi,Pendidikan,28.0,18.0,13.805589506682455,17.567536603994114,Website Sendiri,615.0,Terdaftar,2017,18.742764250367856,6.423246963533519
UD. Hanaura Kamajaya,Kesehatan,76.0,12.0,15.574970295366235,17.105260603471756,Tokopedia,996.0,Terdaftar,2012,19.39145966489847,6.904750769961838
UD. Citra Atma,Kesehatan,44.0,76.0,14.133284785545289,17.005622644443886,Lazada,53.0,Terdaftar,2000,19.701614592192207,3.9889840465642745
UD. Ari Haji,Kesehatan,16.0,48.0,14.165573591318571,17.085265563486768,Bukalapak,990.0,Belum Terdaftar,2001,19.07300593520039,6.898714534329988
UD. Isna Sukarela,Jasa,26.0,10.0,15.980379973554244,17.672434192972762,Website Sendiri,245.0,Belum Terdaftar,2017,18.497641794347754,5.5053315359323625
UD. Baim Wijaya,Jasa,84.0,2.0,13.805589506682455,17.049797184085094,Bukalapak,231.0,Belum Terdaftar,2017,19.36847014676186,5.44673737166631
UD. Grego Tejakusuma,Perdagangan,16.0,41.0,14.416660863657826,17.028819154535512,Tokopedia,29.0,Belum Terdaftar,2024,18.95717412031489,3.4011973816621555
UD. Indah Sudarsana,Kesehatan,47.0,15.0,16.057061063867604,16.054278256413124,Shopee,123.0,Belum Terdaftar,2005,19.04125723705382,4.820281565605037
UD. Panji Utamajaya,Pendidikan,31.0,31.0,15.470558344707548,17.50528386247489,Shopee,258.0,Belum Terdaftar,2022,19.04125723705382,5.556828061699537
UD. Omar Setia,Perdagangan,99.0,63.0,15.140209529349992,17.679862899348816,Bukalapak,763.0,Terdaftar,2022,20.001719183922383,6.638567789166521
UD. Qory Sukadarma Hesti,Perdagangan,91.0,30.0,15.282622172873245,16.236170377402143,Website Sendiri,120.0,Belum Terdaftar,2021,19.709913394983946,4.795790545596741
UD. Wito Satriya,Jasa,21.0,80.0,14.56271306498691,16.727648047685147,Website Sendiri,248.0,Terdaftar,2018,19.529243366773972,5.517452896464707
UD. Jojo Bahari,Perdagangan,10.0,28.0,16.018782369423068,16.160622431504756,Shopee,730.0,Terdaftar,2011,18.5517090151307,6.594413459749778
UD. Kirana Baruna,Perdagangan,53.0,29.0,15.274756079532018,16.397086766212926,Lazada,663.0,Terdaftar,2006,19.320842097961677,6.498282149476434
UD. Ina Jayengprana,Kesehatan,89.0,99.0,15.948069672772872,16.77131288691981,Website Sendiri,504.0,Terdaftar,2022,20.150564811235384,6.22455842927536
UD. Citra Surapati Dea,Kesehatan,95.0,22.0,15.510869987039245,15.560755297257753,Lazada,382.0,Belum Terdaftar,2021,19.676296784279142,5.948034989180646
UD. Qyla Kusumasari,Pendidikan,19.0,94.0,15.484529536134815,16.48997846676693,Website Sendiri,650.0,Belum Terdaftar,2006,19.641510668294575,6.478509642208569
UD. Nibras Jayengpati Anisa,Perdagangan,87.0,19.0,15.529756313360778,17.16671986324658,Lazada,158.0,Terdaftar,2006,19.577561943889105,5.0689042022202315
UD. Jasmin Ilir,Pendidikan,53.0,19.0,15.555470990903812,17.40883031114608,Bukalapak,508.0,Belum Terdaftar,2007,19.190788970278067,6.2324480165505225
UD. Damar Tengah,Jasa,26.0,64.0,15.35001541949924,15.033690067461153,Tokopedia,485.0,Belum Terdaftar,2024,19.413932520666354,6.186208623900494
UD. Poppy Merdeka,Jasa,88.0,15.0,14.552445889649329,17.038422944942724,Shopee,84.0,Belum Terdaftar,2020,19.548851838098265,4.442651256490317
UD. Nibras Madya,Jasa,93.0,24.0,14.053340139677513,17.006708664243195,Website Sendiri,171.0,Belum Terdaftar,2003,19.676296784279142,5.147494476813453
UD. Jibril Sejahtera Salwa,Pendidikan,90.0,95.0,15.8308985275664,16.43721010920315,Bukalapak,666.0,Terdaftar,2013,20.13447867351251,6.502790045915623
